<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
VNM,20200313,76.3843,80.717,76.3843,79.5134,2159130
VNM,20200312,77.9889,81.4391,77.8285,80.9577,2431600
VNM,20200311,81.8402,84.2473,79.5936,81.5193,2292410
VNM,20200310,77.0261,81.6798,77.0261,81.5995,1761300
VNM,20200309,80.2355,82.2414,77.8284,77.8285,2356790
VNM,20200306,83.8461,84.0868,83.124,83.6054,664920
VNM,20200305,84.2473,84.9694,83.8461,83.8461,438020
VNM,20200304,84.488,85.0496,83.8461,84.0868,612800
VNM,20200303,84.6485,85.2101,83.9263,84.488,741380
VNM,20200302,83.8461,84.6485,83.2845,83.8461,909240
VNM,20200228,84.4881,85.1299,82.6426,83.8461,1437350
VNM,20200227,84.2473,86.173,83.2845,86.173,863890
VNM,20200226,85.6113,85.6113,84.2473,84.2473,1346630
VNM,20200225,85.2904,87.0555,85.0497,86.6544,1200220
VNM,20200224,85.8521,86.494,85.0497,85.3706,954600
VNM,20200221,86.2532,87.7777,86.2532,87.0556,1484500
VNM,20200220,85.852,86.2532,85.2904,85.3706,624620
VNM,20200219,84.2473,85.6113,84.2473,85.3706,794470
VNM,20200218,86.4939,86.4939,84.488,84.6485,1078500
VNM,20200217,85.6916,86.3335,85.6916,86.2532,623350
VNM,20200214,86.0125,86.173,85.5311,85.5311,708080
VNM,20200213,86.0125,86.2532,85.5311,85.7718,713560
VNM,20200212,86.6544,86.6544,86.0125,86.0125,838170
VNM,20200211,87.4567,87.4567,85.852,86.0125,885960
VNM,20200210,87.4568,87.7777,86.0928,87.4567,910510
VNM,20200207,86.4137,88.6603,86.3334,88.4196,1523380
VNM,20200206,86.2532,87.1358,84.9695,86.2532,2137020
VNM,20200205,85.3706,86.4137,82.8833,85.5311,1545750
VNM,20200204,88.1789,88.2591,83.5252,84.2473,1869040
VNM,20200203,86.8951,88.6603,81.0379,86.8951,2289150
VNM,20200131,93.3941,93.5546,87.0555,87.0556,1915820
VNM,20200130,95.4803,96.1222,93.2337,93.5546,1533720
VNM,20200122,97.085,97.8071,97.085,97.3257,794440
VNM,20200121,95.4803,97.8071,95.1594,97.085,853940
VNM,20200120,95.4802,95.6407,94.9988,95.4803,493600
VNM,20200117,94.8384,95.1593,94.5175,95.1593,375030
VNM,20200116,94.5175,95.0791,94.0361,94.8384,545090
VNM,20200115,94.5175,94.5977,94.0361,94.5175,681740
VNM,20200114,94.1965,94.7581,93.9558,94.5175,335180
VNM,20200113,95.4802,95.4802,94.1965,94.1965,412880
VNM,20200110,95.1593,95.6407,94.9988,95.4,596280
VNM,20200109,95.4803,95.8814,94.9989,95.1593,624130
VNM,20200108,95.0791,95.3198,94.2767,95.3198,837710
VNM,20200107,94.2767,95.3198,94.2767,95.0791,459520
VNM,20200106,94.6779,94.8384,93.7151,94.1965,495910
VNM,20200103,94.8384,95.4803,94.8384,94.9186,625390
VNM,20200102,93.8756,94.8384,93.4744,94.5977,352700
VNM,20191231,95.4803,95.4803,93.3942,93.4744,387640
VNM,20191230,94.5175,94.6779,93.4744,93.4744,672140
VNM,20191227,93.8756,95.0791,93.0732,94.8384,383460
VNM,20191226,94.5218,94.6823,93.8799,93.8756,345150
VNM,20191225,95.0733,95.0733,93.6413,93.8799,541190
VNM,20191224,93.8799,94.5164,93.8799,94.3573,577000
VNM,20191223,95.4711,95.4711,93.8799,93.8799,786100
VNM,20191220,95.4712,95.7099,95.0734,95.4711,1822570
VNM,20191219,94.3573,95.4711,94.3573,95.2325,1582510
VNM,20191218,93.4026,94.6755,93.323,94.3573,1400340
VNM,20191217,94.5165,94.5165,93.164,93.1639,829630
VNM,20191216,94.2777,94.5164,93.6412,94.4369,751280
VNM,20191213,94.9143,95.3916,93.88,93.8799,564680
VNM,20191212,94.6755,95.0733,94.596,94.8347,701380
VNM,20191211,93.6413,94.3573,93.3231,94.3573,793940
VNM,20191210,93.9595,94.4369,93.4821,94.0391,850090
VNM,20191209,92.5274,94.039,92.5274,93.9595,766050
VNM,20191206,93.8004,93.8004,92.5274,92.5274,937120
VNM,20191205,95.2324,95.2324,93.7208,93.7208,694150
VNM,20191204,92.607,94.5164,92.607,94.5164,693700
VNM,20191203,93.7208,93.7208,92.3683,92.607,1422610
VNM,20191202,96.6645,96.6645,94.1186,94.1186,1489150
VNM,20191129,97.0623,97.3806,96.4259,96.6645,549840
VNM,20191128,97.1419,97.301,95.7894,97.1419,1107720
VNM,20191127,98.4148,98.4148,97.1419,97.1419,366920
VNM,20191126,97.7784,98.6536,97.6193,97.8579,971390
VNM,20191125,97.2214,98.0966,95.9485,97.7784,680740
VNM,20191122,96.6645,98.017,96.5054,96.6645,719680
VNM,20191121,98.2557,98.4944,96.8236,97.0623,1395000
VNM,20191120,99.0513,99.2899,98.0965,98.6535,1150700
VNM,20191119,95.7894,98.9717,95.7894,98.9717,1078610
VNM,20191118,97.8579,98.1761,95.7894,96.1076,1671470
VNM,20191115,100.2447,100.2447,95.4711,97.8579,2384360
VNM,20191114,100.2447,100.5629,99.9265,100.1651,695470
VNM,20191113,99.8469,101.4381,99.7674,99.8469,1956940
VNM,20191112,102.8701,102.8701,101.2789,101.4381,1934480
VNM,20191111,102.7906,103.5862,102.6315,102.8701,645500
VNM,20191108,102.711,103.6657,102.5519,102.7906,1193130
VNM,20191107,103.0292,103.2679,102.3928,102.711,866170
VNM,20191106,102.6315,103.8249,102.2337,103.5066,1184100
VNM,20191105,104.4613,104.4613,102.7906,102.7906,1876790
VNM,20191104,105.8139,105.8139,103.9044,104.4613,1407970
VNM,20191101,103.5862,105.8139,103.5862,105.3365,969370
VNM,20191031,105.0182,105.0182,102.4723,103.4271,2550480
VNM,20191030,106.9277,107.2459,104.2227,105.0182,1301690
VNM,20191029,106.3707,107.3255,106.2912,106.689,520280
VNM,20191028,107.0072,107.7232,106.2912,106.4503,558360
VNM,20191025,105.4956,107.0072,105.416,107.0072,816560
VNM,20191024,105.1773,106.1321,105.1773,105.4956,520890
VNM,20191023,105.416,105.5751,104.3817,105.2569,847820
VNM,20191022,106.6094,106.9277,105.2569,105.416,1398920
VNM,20191021,105.416,107.8028,104.9386,106.2912,2006630
VNM,20191018,104.6205,105.8139,104.6205,105.416,1116920
VNM,20191017,103.7453,105.3365,103.5862,104.2227,1409580
VNM,20191016,103.7453,104.1431,102.0746,103.7453,1321580
VNM,20191015,102.2336,103.0292,101.5972,102.0746,1165130
VNM,20191014,102.6315,102.6315,101.7563,102.3132,586040
VNM,20191011,101.0403,101.8359,100.9607,101.8359,631310
VNM,20191010,100.8016,102.2337,100.8016,101.0403,442150
VNM,20191009,102.4724,102.4724,100.8812,101.0403,663150
VNM,20191008,102.1541,102.8701,102.3132,102.6315,537440
VNM,20191007,102.1541,103.427,101.995,102.711,833680
VNM,20191004,102.7111,104.1431,102.2337,102.3132,641540
VNM,20191003,100.2447,102.6315,99.8469,102.6315,825310
VNM,20191002,101.4381,101.6768,100.4038,101.0403,2070220
VNM,20191001,103.0293,103.1884,101.5972,101.8359,1207380
VNM,20190930,103.5066,103.984,102.9497,103.1884,885490
VNM,20190927,103.4271,104.3023,102.9497,103.5066,1183530
VNM,20190926,101.1198,103.5066,100.6425,103.4271,1613560
VNM,20190925,100.4833,100.9607,99.8469,100.5629,617630
VNM,20190924,99.0513,101.5176,98.8922,100.9607,1340450
VNM,20190923,97.8579,99.5287,97.6193,99.0513,1560140
VNM,20190920,98.4149,98.4149,97.1419,97.1419,1623350
VNM,20190919,98.2557,98.5739,97.4601,98.3353,725700
VNM,20190918,96.6645,98.5739,96.8236,98.4148,972940
VNM,20190917,96.6645,97.8579,96.028,97.4601,482570
VNM,20190916,96.6601,96.6601,95.5463,96.6645,604710
VNM,20190913,95.6245,95.8593,95.0767,95.5463,503530
VNM,20190912,95.8593,96.4853,94.9985,95.468,600870
VNM,20190911,96.8766,97.0331,95.5463,95.5463,401410
VNM,20190910,97.2678,97.2678,96.4853,96.7983,647890
VNM,20190909,96.2505,97.4243,95.8592,97.4243,498850
VNM,20190906,95.468,96.3288,95.468,96.094,315980
VNM,20190905,97.1895,97.1895,95.468,95.468,587180
VNM,20190904,97.0331,97.0331,95.9376,96.8765,405800
VNM,20190903,96.2505,97.2678,96.2505,97.0331,744840
VNM,20190830,93.9029,97.1895,96.0157,96.2505,797090
VNM,20190829,93.9029,96.2505,93.7464,96.2505,561530
VNM,20190828,93.9029,93.9812,93.2769,93.4334,521700
VNM,20190827,95.0767,95.3115,93.1204,93.1204,943130
VNM,20190826,95.468,95.6245,94.0594,94.2942,839870
VNM,20190823,97.1114,97.1896,96.2506,96.2505,621830
VNM,20190822,96.9548,97.2678,96.8765,97.0331,525610
VNM,20190821,97.0331,97.2678,96.6418,96.9548,580860
VNM,20190820,97.7373,97.7373,97.1113,97.3461,787020
VNM,20190819,97.4243,97.9721,97.3461,97.7373,758210
VNM,20190816,94.6855,98.3633,94.2942,97.1113,1074270
VNM,20190815,91.7902,95.468,91.7902,95.468,673120
VNM,20190814,93.2769,93.8247,92.8857,92.8857,677360
VNM,20190813,93.903,94.0595,92.3379,92.3379,1178780
VNM,20190812,94.6855,94.6855,94.216,94.3725,442330
VNM,20190809,94.6072,95.2332,94.5289,94.6855,726150
VNM,20190808,94.6855,95.155,94.0595,94.6072,570640
VNM,20190807,94.6855,95.3115,94.0595,94.6855,731780
VNM,20190806,94.6855,94.6855,93.2769,94.0595,938500
VNM,20190805,96.6418,97.3461,95.4681,95.468,882750
VNM,20190802,96.6418,97.1896,96.4853,97.0331,471510
VNM,20190801,96.6418,97.4243,96.407,97.1896,502790
VNM,20190731,96.6418,97.0331,96.1723,96.407,816150
VNM,20190730,97.8156,98.2851,96.6418,96.6418,921500
VNM,20190729,97.1113,97.346,96.2505,96.6418,1095840
VNM,20190726,98.0503,98.5198,97.4243,97.4243,526110
VNM,20190725,97.8156,98.2068,97.8156,97.8938,686030
VNM,20190724,98.5981,99.3024,97.9721,98.2851,593800
VNM,20190723,98.2068,98.2851,97.659,98.1286,764550
VNM,20190722,98.9894,98.9894,98.2069,98.2068,721980
VNM,20190719,97.8156,99.4589,97.5026,99.3024,1381230
VNM,20190718,97.8156,98.1286,97.4243,97.5026,707720
VNM,20190717,97.0331,98.5199,96.9548,98.1286,965170
VNM,20190716,96.8765,97.1895,96.6418,97.0331,512540
VNM,20190715,97.9721,97.0331,96.4071,96.407,703320
VNM,20190712,97.9721,98.0504,97.0331,97.0331,370730
VNM,20190711,98.2069,98.2069,97.8156,97.9721,277200
VNM,20190710,97.8156,98.2069,97.6591,97.8156,420940
VNM,20190709,97.1896,97.8156,96.7201,97.8156,951440
VNM,20190708,98.3633,98.3633,97.033,97.1896,969080
VNM,20190705,98.7546,99.0676,98.3633,98.7546,520290
VNM,20190704,97.9721,99.0676,98.6764,98.7546,613870
VNM,20190703,97.9721,98.8328,97.659,98.5981,657870
VNM,20190702,97.8939,98.6764,97.5026,97.8938,716810
VNM,20190701,96.2505,97.8938,96.2505,97.8156,991440
VNM,20190628,96.2505,96.4071,95.0768,96.2505,919970
VNM,20190627,96.3288,96.8766,96.1723,96.3288,802160
VNM,20190626,96.6418,96.9548,96.2505,96.6418,497730
VNM,20190625,96.3288,97.1896,96.3288,96.5635,704890
VNM,20190624,98.5198,98.5198,96.3287,96.3288,615090
VNM,20190621,98.2069,98.2069,96.4853,98.2068,2613920
VNM,20190620,96.6418,96.6418,96.3287,96.4853,1010200
VNM,20190619,96.5635,96.7983,96.2505,96.5635,929690
VNM,20190618,96.2505,96.7983,96.2505,96.2505,1039070
VNM,20190617,96.7983,96.8766,96.094,96.7983,632730
VNM,20190614,96.2505,97.1895,96.1722,96.7983,665880
VNM,20190613,97.9721,97.9721,96.094,96.407,1125310
VNM,20190612,97.972,98.4416,97.8938,97.9721,699880
VNM,20190611,99.3807,99.3807,98.1286,98.2068,565400
VNM,20190610,99.3806,100.0066,98.5198,99.3024,561260
VNM,20190607,98.8329,99.6937,98.8329,99.0676,362030
VNM,20190606,99.7719,100.0067,98.5199,98.9894,548650
VNM,20190605,100.6328,101.1023,99.3807,99.7719,358780
VNM,20190604,99.3817,99.7684,98.995,99.459,472650
VNM,20190603,100.1551,100.6191,98.2989,98.995,717990
VNM,20190531,101.6246,101.9339,100.1551,100.1551,711390
VNM,20190530,102.7074,102.862,101.7019,101.7019,542710
VNM,20190529,102.398,103.4034,101.9339,102.7847,271730
VNM,20190528,103.6354,104.0221,101.8566,102.0886,608790
VNM,20190527,101.3152,103.6354,100.4645,103.6354,320060
VNM,20190524,101.3152,103.2487,100.8511,100.9285,765150
VNM,20190523,101.4698,102.862,101.4698,102.1659,429290
VNM,20190522,103.6354,104.4088,102.0113,102.1659,619370
VNM,20190521,105.9556,105.9556,103.2487,103.2487,762310
VNM,20190520,104.4088,106.4196,104.1767,106.3423,450900
VNM,20190517,105.5689,105.5689,104.7955,104.8728,435380
VNM,20190516,104.6408,105.4915,104.4088,105.4916,702130
VNM,20190515,104.7955,105.4916,103.9448,104.8728,355850
VNM,20190514,102.2433,105.4916,102.2433,104.7955,1097910
VNM,20190513,100.3871,103.558,100.3871,103.5581,974030
VNM,20190510,99.3817,100.6192,99.3817,100.6191,366690
VNM,20190509,99.3817,99.8457,98.995,99.1497,287680
VNM,20190508,99.0723,99.8457,98.995,98.995,628830
VNM,20190507,100.4644,100.5418,99.923,100.1551,723470
VNM,20190506,100.7738,100.7738,98.995,99.8457,368910
VNM,20190503,101.3152,101.3152,100.4645,101.3152,486390
VNM,20190502,100.5418,101.3925,100.3098,100.5418,736990
VNM,20190426,100.3871,100.7738,100.0004,100.3871,565240
VNM,20190425,100.2324,100.3098,99.227,100.1551,414330
VNM,20190424,98.8403,100.1551,98.531,100.1551,482490
VNM,20190423,99.0723,100.1551,97.9895,98.2216,974950
VNM,20190422,101.3152,102.0886,99.9231,100.2324,1417290
VNM,20190419,104.7955,104.8729,102.4753,102.862,599290
VNM,20190418,104.4088,104.7955,104.3315,104.5635,601240
VNM,20190417,105.4916,105.8783,104.3315,104.4088,864260
VNM,20190416,104.4088,105.4916,104.4088,105.1822,514140
VNM,20190412,104.8728,105.2595,104.3314,104.9502,684520
VNM,20190411,104.6408,105.3369,104.6408,104.8728,383850
VNM,20190410,104.4088,105.5689,104.4088,104.6408,873110
VNM,20190409,106.6517,106.6517,104.4088,104.7182,1148040
VNM,20190408,106.2649,106.497,105.5689,106.1103,546190
VNM,20190405,106.729,106.729,105.4142,105.4142,1017700
VNM,20190404,107.0384,108.1211,106.729,106.729,469730
VNM,20190403,107.5024,107.5024,106.4196,107.1157,683970
VNM,20190402,108.1984,108.1984,106.1876,107.5024,1233340
VNM,20190401,104.7955,107.193,104.4088,107.193,796720
VNM,20190329,104.5635,105.5689,104.2541,104.2541,1357400
VNM,20190328,105.4916,105.5689,104.5635,104.5635,816770
VNM,20190327,105.6462,106.1103,105.4142,105.5689,682000
VNM,20190326,105.5689,106.265,105.1822,105.5689,684470
VNM,20190325,104.1768,105.5689,104.0994,105.5689,582580
VNM,20190322,105.1822,105.9556,104.7955,105.5689,526570
VNM,20190321,107.5024,108.1985,105.1822,105.1822,885480
VNM,20190320,105.5689,107.1157,104.5635,107.1157,1269860
VNM,20190319,106.729,106.729,105.6462,105.8783,936230
VNM,20190318,106.729,107.193,106.3423,106.729,910690
VNM,20190315,106.1103,106.729,105.5689,105.9556,1254050
VNM,20190314,107.5024,107.5024,105.7236,106.1103,920860
VNM,20190313,107.8891,108.3531,106.8837,106.961,616010
VNM,20190312,106.729,107.8891,106.729,107.5024,560360
VNM,20190311,105.5689,107.4251,105.5689,106.4196,423100
VNM,20190308,107.5024,107.8891,104.8729,105.9556,980860
VNM,20190307,109.2812,109.8226,107.8891,108.0438,708000
VNM,20190306,109.8226,110.4413,107.1157,109.0492,711250
VNM,20190305,110.2092,110.4413,109.5132,109.8226,532510
VNM,20190304,109.4359,111.2921,109.4359,110.5186,876760
VNM,20190301,111.292,111.292,109.3585,109.3586,868720
VNM,20190228,114.8497,114.8497,109.1266,109.1265,976450
VNM,20190227,113.1482,116.0098,113.1482,114.231,484610
VNM,20190226,116.0098,117.5566,112.1428,112.9935,806810
VNM,20190225,115.2363,118.0206,115.0043,117.2472,1211040
VNM,20190222,115.2364,115.6231,114.695,115.159,814320
VNM,20190221,110.9827,115.3137,110.596,114.8497,1859260
VNM,20190220,110.596,110.9827,110.4413,110.596,983460
VNM,20190219,110.596,110.828,110.132,110.2866,1974200
VNM,20190218,108.5852,110.2093,108.5078,109.8226,1082650
VNM,20190215,108.2758,108.5079,107.8891,108.4305,910160
VNM,20190214,106.961,108.5078,106.729,107.8118,1341090
VNM,20190213,106.729,107.0384,105.3369,106.961,764480
VNM,20190212,106.729,106.8837,105.9556,106.729,957440
VNM,20190211,104.4088,106.6517,104.3315,105.9556,1357210
VNM,20190201,105.0275,105.0275,102.862,104.4088,731430
VNM,20190131,105.5689,105.5689,103.2487,104.4088,812290
VNM,20190130,105.6462,105.6462,104.7955,104.7955,279280
VNM,20190129,105.9556,105.9556,104.7955,105.5689,371010
VNM,20190128,105.5689,105.6463,105.1049,105.5689,487650
VNM,20190125,105.1822,105.4142,104.8728,105.1049,813810
VNM,20190124,104.4088,104.7955,103.8674,104.7955,1077600
VNM,20190123,104.3315,104.4088,103.4807,104.0221,1028650
VNM,20190122,103.7901,104.4088,102.862,103.6354,399040
VNM,20190121,103.7127,103.7127,102.3206,103.4807,279380
VNM,20190118,102.862,104.3315,102.862,103.6354,545600
VNM,20190117,102.862,103.1714,101.7792,102.2433,514870
VNM,20190116,103.6354,104.1768,102.0886,102.862,562220
VNM,20190115,104.4088,104.5635,103.6354,104.3315,598510
VNM,20190114,102.862,104.4088,102.7847,104.4088,611420
VNM,20190111,101.8566,103.6354,101.8566,103.6354,954110
VNM,20190110,102.0113,102.0886,101.2379,101.8566,301700
VNM,20190109,100.5418,102.4753,99.7684,102.0113,636050
VNM,20190108,101.6246,101.6246,99.5364,100.5418,448350
VNM,20190107,98.763,101.3152,97.0615,101.3152,897430
VNM,20190104,94.7413,96.6748,93.5812,96.6748,498470
VNM,20190103,95.9014,95.9014,94.0452,95.0507,449730
VNM,20190102,93.9679,95.9014,93.5812,95.9014,403570
VNM,20181228,95.9014,96.8295,92.8078,92.8078,1013580
VNM,20181227,95.9043,97.3738,95.2856,95.2827,772610
VNM,20181226,95.5912,95.5912,93.9801,95.1309,670520
VNM,20181225,95.2843,95.6679,94.3637,95.5912,349610
VNM,20181224,94.3637,97.0488,94.3637,96.3584,459230
VNM,20181221,95.5912,95.8981,93.6732,93.9801,1901570
VNM,20181220,98.9668,98.9668,96.8187,96.8187,539710
VNM,20181219,100.5779,100.8848,98.9668,99.0435,484090
VNM,20181218,100.1176,101.2683,100.1176,101.0382,811850
VNM,20181217,103.5699,103.5699,102.726,102.726,1043020
VNM,20181214,103.5699,103.8768,103.1096,103.5699,260170
VNM,20181213,102.8027,104.3371,102.8027,103.5699,643110
VNM,20181212,102.8794,103.4931,102.0355,102.8027,782440
VNM,20181211,103.4165,103.9535,102.4191,103.4164,443060
VNM,20181210,102.726,104.7207,102.4191,103.5699,1003810
VNM,20181207,101.3451,103.263,101.3451,102.726,509830
VNM,20181206,101.2683,101.8821,99.6572,101.0382,1089360
VNM,20181205,103.1863,103.7234,101.3451,102.0355,1107160
VNM,20181204,102.8027,104.7206,102.4958,104.7207,1001800
VNM,20181203,98.1996,102.8027,98.1996,102.4958,1282310
VNM,20181130,96.6652,98.5832,96.6652,98.1996,1417590
VNM,20181129,98.5832,98.5832,96.8954,96.8954,970820
VNM,20181128,96.6652,98.9668,96.6652,98.1996,1330740
VNM,20181127,95.5145,97.816,94.5171,97.0488,1882720
VNM,20181126,90.6812,94.6706,90.5278,94.4404,1817580
VNM,20181123,91.9854,91.9854,90.1441,90.5278,416930
VNM,20181122,91.4484,92.2923,91.4484,92.1388,933880
VNM,20181121,88.9934,91.4484,88.7633,91.4484,1113540
VNM,20181120,88.5331,89.4537,88.4564,89.377,715090
VNM,20181119,88.9934,89.2235,88.1495,88.5331,739450
VNM,20181116,89.7606,90.1442,88.2262,88.2262,566540
VNM,20181115,90.1442,90.5278,88.2262,89.7606,556360
VNM,20181114,88.9934,90.7579,88.84,90.1442,674260
VNM,20181113,88.3797,89.6072,88.0728,88.9934,483810
VNM,20181112,88.4564,89.7606,88.3029,89.7606,596940
VNM,20181109,90.5277,91.4484,89.6838,89.7606,728150
VNM,20181108,92.6758,92.8293,91.6785,92.0621,815890
VNM,20181107,90.2976,92.4457,90.2976,91.6785,1339350
VNM,20181106,89.377,91.1415,88.6098,90.2976,1599760
VNM,20181105,89.8372,90.6044,88.1494,89.377,841100
VNM,20181102,87.6892,91.1415,87.6892,90.9113,1601100
VNM,20181101,89.7606,89.7606,85.5411,87.6892,1724930
VNM,20181031,89.9907,90.5277,87.8426,89.0701,1075800
VNM,20181030,92.0621,92.0621,89.9907,89.9907,535070
VNM,20181029,93.2129,93.2129,91.0648,92.0621,488810
VNM,20181026,93.5197,93.5965,92.7526,93.2129,643020
VNM,20181025,92.0621,92.7526,89.8373,92.0621,1154690
VNM,20181024,94.7473,94.7473,93.5198,94.0568,742160
VNM,20181023,96.4351,96.4351,93.3663,94.7473,1197220
VNM,20181022,96.6653,97.279,96.5118,96.5118,316450
VNM,20181019,95.9747,97.2789,95.2076,97.279,1087950
VNM,20181018,97.3557,97.4324,96.5885,96.6652,349110
VNM,20181017,97.816,97.816,96.8954,97.3557,444290
VNM,20181016,96.6653,96.9721,96.0515,96.6652,988520
VNM,20181015,98.9668,98.9668,96.3584,96.4351,692180
VNM,20181012,97.4324,98.7366,95.5912,98.5832,957810
VNM,20181011,94.3637,98.9668,94.3637,97.4324,1182360
VNM,20181010,100.1175,100.4244,99.5805,99.734,636650
VNM,20181009,101.4218,102.0355,100.3477,100.4244,660630
VNM,20181008,102.8794,103.3397,102.0355,102.0355,566750
VNM,20181005,104.337,104.4138,103.5699,103.7233,519180
VNM,20181004,105.0275,105.1042,104.2603,105.0275,304620
VNM,20181003,105.1043,105.181,104.7207,105.0275,701280
VNM,20181002,103.5699,105.5645,103.5699,105.1043,581340
VNM,20181001,104.9508,105.1042,104.3371,104.5672,514820
VNM,20180928,106.255,106.5619,105.3344,105.3344,520020
VNM,20180927,105.1043,107.4058,104.9509,106.255,980840
VNM,20180926,105.0275,105.0275,104.5672,104.7207,418120
VNM,20180925,105.1043,105.181,104.4906,105.0275,480150
VNM,20180924,105.718,105.718,104.4905,105.1043,639720
VNM,20180921,104.3371,105.718,103.4932,105.718,1840850
VNM,20180920,105.2577,105.3344,104.3371,104.3371,771520
VNM,20180919,105.8714,106.0248,105.0275,105.718,929630
VNM,20180918,104.4138,106.4852,103.7234,105.8714,1310670
VNM,20180917,102.8027,104.3371,102.2657,104.3371,1148720
VNM,20180914,101.345,102.8026,101.345,102.0355,969270
VNM,20180913,101.2683,101.6519,100.3477,101.345,655170
VNM,20180912,102.0355,103.4164,101.4217,101.5752,1342390
VNM,20180911,97.816,101.5752,97.816,101.2683,1533670
VNM,20180910,97.816,98.5064,97.6625,97.8927,603870
VNM,20180907,93.5965,97.8927,93.5965,97.5091,882130
VNM,20180906,96.2816,96.9721,93.5965,93.6732,1234110
VNM,20180905,99.748,99.748,96.065,96.2816,1250390
VNM,20180904,99.5983,99.5983,98.8409,98.904,690780
VNM,20180831,99.0933,100.2294,98.9039,98.904,726110
VNM,20180830,99.472,99.5351,98.1465,98.7777,899040
VNM,20180829,100.6712,100.7344,99.0302,99.472,1124120
VNM,20180828,101.05,101.1131,100.3557,100.545,1057220
VNM,20180827,102.8803,102.8803,100.9868,101.1762,1141160
VNM,20180824,103.0697,103.0697,102.3754,102.3754,453010
VNM,20180823,102.8803,103.0697,102.5647,103.0697,410280
VNM,20180822,103.3852,103.4484,102.186,102.8803,640010
VNM,20180821,101.4286,102.8803,101.1761,102.8803,664240
VNM,20180820,100.3557,102.1861,100.1032,101.0499,1290170
VNM,20180817,100.3557,100.6713,100.0401,100.0401,408930
VNM,20180816,99.7245,100.1032,98.2097,100.1032,1038700
VNM,20180815,100.0401,101.2393,99.8507,100.0401,1081050
VNM,20180814,100.3557,100.9237,99.5983,99.7876,995480
VNM,20180813,99.0934,99.0934,98.0835,98.5253,1245500
VNM,20180810,99.0933,99.5982,98.4621,99.2196,908450
VNM,20180809,99.7245,100.8606,98.4622,99.0933,770210
VNM,20180808,95.9375,98.7778,95.9375,98.1466,1267410
VNM,20180807,100.9868,100.9868,96.5686,96.5687,2337260
VNM,20180806,102.2492,102.2492,100.6712,100.9237,1238870
VNM,20180803,103.9533,103.9533,101.8074,101.9967,1232510
VNM,20180802,104.9632,105.3419,102.0598,104.1427,1590510
VNM,20180801,106.0362,106.1624,105.1525,105.3419,684770
VNM,20180731,106.0362,106.6674,105.405,106.1624,634220
VNM,20180730,106.6673,107.2354,105.9099,106.3518,453180
VNM,20180727,107.9297,108.2453,106.4149,106.5411,290680
VNM,20180726,107.2354,108.2453,106.6673,108.2453,519640
VNM,20180725,107.2985,107.551,107.2354,107.2354,427050
VNM,20180724,107.1723,107.9297,106.8567,107.2354,566120
VNM,20180723,106.6673,108.4346,106.1624,107.2985,685300
VNM,20180720,107.8035,107.8035,106.7936,106.9829,620700
VNM,20180719,109.192,109.192,106.6673,107.6141,970590
VNM,20180718,106.0362,106.6674,105.7206,106.6673,503880
VNM,20180717,105.0894,106.0362,105.0263,105.9731,588420
VNM,20180716,105.5313,106.2255,104.6476,106.0362,557460
VNM,20180713,106.2255,106.5411,104.6476,104.9632,384360
VNM,20180712,105.405,106.5411,105.405,106.2255,158530
VNM,20180711,105.405,106.3518,104.7738,105.405,729620
VNM,20180710,105.405,106.6042,105.405,105.405,701800
VNM,20180709,106.6042,106.9829,105.2787,105.405,320530
VNM,20180706,103.5115,107.2985,103.5115,104.7738,449020
VNM,20180705,105.405,106.0362,103.5115,104.1427,880690
VNM,20180704,107.2985,107.2985,105.405,105.405,856350
VNM,20180703,107.2985,107.3616,106.6674,107.2985,1055480
VNM,20180702,107.2985,107.9297,106.6673,107.9297,974640
VNM,20180629,107.2985,108.8764,107.2985,107.2985,1164710
VNM,20180628,109.8231,110.2018,106.6673,107.2985,748160
VNM,20180627,110.2019,111.0224,110.2019,110.4543,320100
VNM,20180626,111.401,112.3478,109.8231,111.0224,250240
VNM,20180625,114.8725,114.8725,112.6634,113.1052,637320
VNM,20180622,106.3517,112.6634,106.3517,112.3478,1123650
VNM,20180621,106.5411,107.6141,106.0362,107.2985,381390
VNM,20180620,104.7738,107.1723,104.6476,106.5411,569890
VNM,20180619,108.5609,108.5609,104.2058,104.9632,1076550
VNM,20180618,112.411,113.484,109.0027,109.0027,356320
VNM,20180615,112.7266,113.9258,112.3479,113.6102,1114730
VNM,20180614,113.6733,114.2414,112.7897,113.6102,767750
VNM,20180613,114.2414,114.2414,113.2315,114.2414,472470
VNM,20180612,112.979,114.2414,112.3478,114.2414,873690
VNM,20180611,111.7167,114.8725,111.4011,113.6733,721050
VNM,20180608,110.5174,111.7166,110.5174,111.7167,505520
VNM,20180607,110.9592,112.2847,110.8961,111.906,401900
VNM,20180606,111.7167,111.7167,109.5076,110.4543,463720
VNM,20180605,110.4593,113.5522,109.5125,111.7167,879160
VNM,20180604,106.3836,109.6377,105.7578,109.5125,965230
VNM,20180601,103.8804,105.8829,103.5675,105.2572,1051610
VNM,20180531,103.5676,103.8805,102.316,102.754,2231710
VNM,20180530,105.132,105.1946,103.3172,103.5676,491920
VNM,20180529,102.316,106.0707,101.3773,105.5075,703120
VNM,20180528,103.2547,103.5676,101.3774,103.2547,464830
VNM,20180525,104.5062,105.132,103.8804,103.8805,512860
